stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
305,援助,えんじょ,enjo,Viện Trợ,hỗ trợ -  chỉ viện,Danh từ,援助について詳しく調査する。,Nghiên cứu kỹ lưỡng về hỗ trợ.,援 (Viện: giúp đỡ/viện trợ) + 助 (Trợ: giúp đỡ/cứu trợ),[1],連: 援助に関する / 類: hỗ trợ,vocab
306,保険,ほけん,hoken,Bảo Hiểm,bảo hiểm,Danh từ,保険について詳しく調査する。,Nghiên cứu kỹ lưỡng về bảo hiểm.,保 (Bảo: bảo vệ/duy trì) + 険 (Hiểm: hiểm trở/nguy hiểm),[0],連: 保険に関する / 類: bảo hiểm,vocab
307,追加,ついか,tsuika,Truy Gia,bổ sung -  trả thêm,Danh từ,追加について詳しく調査する。,Nghiên cứu kỹ lưỡng về bổ sung.,追 (Truy: đuổi theo/truy lùng) + 加 (Gia: thêm vào/tham gia),[0],連: 追加に関する / 類: bổ sung,vocab
308,応用,おうよう,ouyou,Ứng Dụng,ứng dụng -  áp dụng,Danh từ,応用について詳しく調査する。,Nghiên cứu kỹ lưỡng về ứng dụng.,応 (Ứng: đáp ứng/phản ứng) + 用 (Dụng: sử dụng/công dụng),[1],連: 応用に関する / 類: ứng dụng,vocab
309,解答・回答,かいとう,kaitou,Giải Đáp Hồi Đáp,đáp án -  hồi đáp -  trả lời,Động từ nhóm 1,状況に合わせて適切に解答・回答。,Đáp án một cách phù hợp theo tình huống.,解 (Giải: giải thích/giải tỏa/hiểu) + 答 (Đáp: trả lời/đáp án) + 回 (Hồi: quay lại/vòng quanh) + 答 (Đáp: trả lời/đáp án),[1],連: 解答・回答に関する / 類: đáp án,vocab
310,結論,けつろん,ketsuron,Kết Luận,kết luận,Danh từ,結論について詳しく調査する。,Nghiên cứu kỹ lưỡng về kết luận.,結 (Kết: kết nối/kết quả) + 論 (Luận: bàn luận/lý luận),[1],連: 結論に関する / 類: kết luận,vocab
311,案,あん,an,Án,phương án -  ý tưởng -  đề xuất,Danh từ,案について詳しく調査する。,Nghiên cứu kỹ lưỡng về phương án.,案 (Án: đề案/kế hoạch),[0],連: 案に関する / 類: phương án,vocab
312,集中,しゅうちゅう,shuuchuu,Tập Trung,tập trung,Danh từ,集中について詳しく調査する。,Nghiên cứu kỹ lưỡng về tập trung.,集 (Tập: tập hợp/thu thập) + 中 (Trung: trong/ở giữa),[1],連: 集中に関する / 類: tập trung,vocab
313,区別,くべつ,kubetsu,Khu Biệt,phân biệt,Danh từ,区別について詳しく調査する。,Nghiên cứu kỹ lưỡng về phân biệt.,区 (Khu: khu vực/phân khu) + 別 (Biệt: phân biệt/khác biệt),[0],連: 区別に関する / 類: phân biệt,vocab
314,差別,さべつ,sabetsu,Sai Biệt,khác biệt,Danh từ,差別について詳しく調査する。,Nghiên cứu kỹ lưỡng về khác biệt.,差 (Sai: sai khác/khoảng cách) + 別 (Biệt: phân biệt/khác biệt),[0],連: 差別に関する / 類: khác biệt,vocab
315,中間,ちゅうかん,chuukan,Trung Gian,ở giữa -  trung gian,Danh từ,中間について詳しく調査する。,Nghiên cứu kỹ lưỡng về ở giữa.,中 (Trung: trong/ở giữa) + 間 (Gian: khoảng cách/thế gian/thời gian),[1],連: 中間に関する / 類: ở giữa,vocab
316,逆,ぎゃく,gyaku,Nghịch,ngược lại -  tương phản,Phó từ,逆物事が進んでいる。,Mọi việc đang tiến triển (ngược lại).,逆 (Nghịch: ngược lại/nghịch cảnh),[0],連: 逆に関する / 類: ngược lại,vocab
317,よそ,よそ,yoso,-,nơi khác,Danh từ,よそについて詳しく調査する。,Nghiên cứu kỹ lưỡng về nơi khác.,-,[0],連: よそに関する / 類: nơi khác,vocab
318,外,ほか,hoka,Ngoại,khác -  ngoài ra,Danh từ,外について詳しく調査する。,Nghiên cứu kỹ lưỡng về khác.,外 (Ngoại: bên ngoài/ngoại trừ),[0],連: 外に関する / 類: khác,vocab
319,境,さかい,sakai,Cảnh,biên giới -  ngăn cách,Tính từ -i,この問題は非常に境。,Vấn đề này rất biên giới.,境 (Cảnh: ranh giới/hoàn cảnh),[0],連: 境に関する / 類: biên giới,vocab
320,半ば,なかば,nakaba,Bán,một nửa -  1 phần -  lưng chừng,Danh từ,半ばについて詳しく調査する。,Nghiên cứu kỹ lưỡng về một nửa.,半 (Bán: một nửa/nửa chừng),[0],連: 半ばに関する / 類: một nửa,vocab
321,普段,ふだん,fudan,Phổ Đoạn,thường ngày -  thường xuyên,Phó từ,普段物事が進んでいる。,Mọi việc đang tiến triển (thường ngày).,普 (Phổ: phổ biến/rộng khắp) + 段 (Đoạn: bậc thang/giai đoạn),[0],連: 普段に関する / 類: thường ngày,vocab
322,日常,にちじょう,nichijou,Nhật Thường,ngày thường -  thường nhật,Danh từ,日常について詳しく調査する。,Nghiên cứu kỹ lưỡng về ngày thường.,日 (Nhật: mặt trời/ngày) + 常 (Thường: thường ngày/bình thường),[1],連: 日常に関する / 類: ngày thường,vocab
323,一般,いっぱん,ippan,Nhất Bát,phổ biến -  thông thường,Danh từ,一般について詳しく調査する。,Nghiên cứu kỹ lưỡng về phổ biến.,一 (Nhất: một/nhất thể) + 般 (Bát: chung quy/toàn thể/bình thường),[1],連: 一般に関する / 類: phổ biến,vocab
324,常識,じょうしき,joushiki,Thường Thức,dĩ nhiên -  đương nhiên -  thông thường,Danh từ,常識について詳しく調査する。,Nghiên cứu kỹ lưỡng về dĩ nhiên.,常 (Thường: thường ngày/bình thường) + 識 (Thức: tri thức/nhận thức),[1],連: 常識に関する / 類: dĩ nhiên,vocab
325,ことわざ,ことわざ,kotowaza,-,ca dao tục ngữ,Danh từ,ことわざについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ca dao tục ngữ.,-,[1],連: ことわざに関する / 類: ca dao tục ngữ,vocab
326,権利,けんり,kenri,Quyền Lợi,quyền lợi,Danh từ,権利について詳しく調査する。,Nghiên cứu kỹ lưỡng về quyền lợi.,権 (Quyền: quyền lực/quyền hạn) + 利 (Lợi: lợi ích/tiện lợi),[0],連: 権利に関する / 類: quyền lợi,vocab
327,義務,ぎむ,gimu,Nghĩa Vụ,nghĩa vụ,Động từ nhóm 1,状況に合わせて適切に義務。,Nghĩa vụ một cách phù hợp theo tình huống.,義 (Nghĩa: ý nghĩa/chính nghĩa) + 務 (Vụ: nhiệm vụ/công vụ),[0],連: 義務に関する / 類: nghĩa vụ,vocab
328,きっかけ,きっかけ,kikkake,-,động cơ,Danh từ,きっかけについて詳しく調査する。,Nghiên cứu kỹ lưỡng về động cơ.,-,[1],連: きっかけに関する / 類: động cơ,vocab
329,行動,こうどう,koudou,Hành Động,hành động -  tác phong,Danh từ,行動について詳しく調査する。,Nghiên cứu kỹ lưỡng về hành động.,行 (Hành: đi/tiến hành/hàng lối) + 動 (Động: hoạt động/chuyển động),[1],連: 行動に関する / 類: hành động,vocab
330,使用,しよう,shiyou,Sử Dụng,sử dụng,Danh từ,使用について詳しく調査する。,Nghiên cứu kỹ lưỡng về sử dụng.,使 (Sử: dùng/sử dụng) + 用 (Dụng: sử dụng/công dụng),[0],連: 使用に関する / 類: sử dụng,vocab
331,提出,ていしゅつ,teishutsu,Đề Xuất,nộp lại -  giao nộp,Danh từ,提出について詳しく調査する。,Nghiên cứu kỹ lưỡng về nộp lại.,提 (Đề: đề xuất/nâng lên) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 提出に関する / 類: nộp lại,vocab
332,期限,きげん,kigen,Kỳ Hạn,thời hạn -  kỳ hạn,Danh từ,期限について詳しく調査する。,Nghiên cứu kỹ lưỡng về thời hạn.,期 (Kỳ: thời kỳ/kỳ hạn) + 限 (Hạn: giới hạn/hạn độ),[0],連: 期限に関する / 類: thời hạn,vocab
333,延期,えんき,enki,Duyên Kỳ,trì hoãn,Danh từ,延期について詳しく調査する。,Nghiên cứu kỹ lưỡng về trì hoãn.,延 (Duyên: kéo dài/trì hoãn) + 期 (Kỳ: thời kỳ/kỳ hạn),[0],連: 延期に関する / 類: trì hoãn,vocab
334,延長,えんちょう,enchou,Duyên Trường,kéo dài -  gia hạn,Động từ nhóm 1,状況に合わせて適切に延長。,Kéo dài một cách phù hợp theo tình huống.,延 (Duyên: kéo dài/trì hoãn) + 長 (Trường: dài/lớn nhất/thủ trưởng),[1],連: 延長に関する / 類: kéo dài,vocab
335,短縮,たんしゅく,tanshuku,Đoản Súc,rút ngắn -  co lại,Động từ nhóm 1,状況に合わせて適切に短縮。,Rút ngắn một cách phù hợp theo tình huống.,短 (Đoản: ngắn/ngắn ngủi) + 縮 (Súc: co lại/rút ngắn),[1],連: 短縮に関する / 類: rút ngắn,vocab
336,映像,えいぞう,eizou,Ánh Tượng,hình ảnh,Danh từ,映像について詳しく調査する。,Nghiên cứu kỹ lưỡng về hình ảnh.,映 (Ánh: phản chiếu/chiếu phim) + 像 (Tượng: hình ảnh/bức tượng),[1],連: 映像に関する / 類: hình ảnh,vocab
337,撮影,さつえい,satsuei,Toát Ảnh,chụp ảnh -  quay phim,Danh từ,撮影について詳しく調査する。,Nghiên cứu kỹ lưỡng về chụp ảnh.,撮 (Toát: chụp ảnh/quay phim) + 影 (Ảnh: cái bóng/ảnh hưởng),[1],連: 撮影に関する / 類: chụp ảnh,vocab
338,背景,はいけい,haikei,Bối Cảnh,bối cảnh -  phông nền -  hậu thuẫn,Danh từ,背景について詳しく調査する。,Nghiên cứu kỹ lưỡng về bối cảnh.,背 (Bối: lưng/phía sau/quay lưng) + 景 (Cảnh: phong cảnh/quang cảnh),[1],連: 背景に関する / 類: bối cảnh,vocab
339,独立,どくりつ,dokuritsu,Độc Lập,độc lập,Danh từ,独立について詳しく調査する。,Nghiên cứu kỹ lưỡng về độc lập.,独 (Độc: độc nhất/cô độc) + 立 (Lập: đứng/thành lập),[1],連: 独立に関する / 類: độc lập,vocab
340,候補,こうほ,kouho,Hậu Bổ,ứng cử -  ứng viên,Danh từ,候補について詳しく調査する。,Nghiên cứu kỹ lưỡng về ứng cử.,候 (Hậu: khí hậu/thời tiết) + 補 (Bổ: bổ sung/bù đắp),[0],連: 候補に関する / 類: ứng cử,vocab
341,支持,しじ,shiji,Chi Trì,chống đỡ -  ủng hộ -  viện trợ,Danh từ,支持について詳しく調査する。,Nghiên cứu kỹ lưỡng về chống đỡ.,支 (Chi: chống đỡ/chi trả) + 持 (Trì: cầm/nắm giữ/duy trì),[0],連: 支持に関する / 類: chống đỡ,vocab
342,投票,とうひょう,touhyou,Đầu Phiếu,bầu cử -  bầu chọn,Động từ nhóm 1,状況に合わせて適切に投票。,Bầu cử một cách phù hợp theo tình huống.,投 (Đầu: ném/đầu tư) + 票 (Phiếu: lá phiếu/vé),[1],連: 投票に関する / 類: bầu cử,vocab
343,当選,とうせん,tousen,Đương Tuyển,trúng cử -  giành được -  đắc cử,Danh từ,当選について詳しく調査する。,Nghiên cứu kỹ lưỡng về trúng cử.,当 (Đương: chính xác/đảm đương) + 選 (Tuyển: lựa chọn/tuyển chọn),[1],連: 当選に関する / 類: trúng cử,vocab
344,抽選,ちゅうせん,chuusen,Trừu Tuyển,rút thăm,Danh từ,抽選について詳しく調査する。,Nghiên cứu kỹ lưỡng về rút thăm.,抽 (Trừu: rút ra/trừu xuất) + 選 (Tuyển: lựa chọn/tuyển chọn),[1],連: 抽選に関する / 類: rút thăm,vocab
345,配布,はいふ,haifu,Phối Bố,phân phát -  cung cấp,Danh từ,配布について詳しく調査する。,Nghiên cứu kỹ lưỡng về phân phát.,配 (Phối: phân phát/phối hợp/lo lắng) + 布 (Bố: vải vóc/phân bố),[0],連: 配布に関する / 類: phân phát,vocab
346,失格,しっかく,shikkaku,Thất Cách,mất tư cách -  mất quyền -  bị loại -  bị đuổi,Động từ nhóm 1,状況に合わせて適切に失格。,Mất tư cách một cách phù hợp theo tình huống.,失 (Thất: mất/thất bại) + 格 (Cách: tư cách/quy chuẩn),[1],連: 失格に関する / 類: mất tư cách,vocab
347,余暇,よか,yoka,Dư Hạ,thời gian rỗi -  giải trí,Danh từ,余暇について詳しく調査する。,Nghiên cứu kỹ lưỡng về thời gian rỗi.,余 (Dư: thừa/dư thừa) + 暇 (Hạ: rảnh rỗi/nhàn rỗi),[0],連: 余暇に関する / 類: thời gian rỗi,vocab
348,行事,ぎょうじ,gyouji,Hành Sự,sự kiện -  lễ hội,Danh từ,行事について詳しく調査する。,Nghiên cứu kỹ lưỡng về sự kiện.,行 (Hành: đi/tiến hành/hàng lối) + 事 (Sự: sự việc/công việc),[1],連: 行事に関する / 類: sự kiện,vocab
349,理想,りそう,risou,Lý Tưởng,lý tưởng,Danh từ,理想について詳しく調査する。,Nghiên cứu kỹ lưỡng về lý tưởng.,理 (Lý: lý do/chân lý/xử lý) + 想 (Tưởng: tưởng tượng/suy tưởng),[0],連: 理想に関する / 類: lý tưởng,vocab
350,現実,げんじつ,genjitsu,Hiện Thực,hiện thực -  thực tế,Danh từ,現実について詳しく調査する。,Nghiên cứu kỹ lưỡng về hiện thực.,現 (Hiện: hiện tại/xuất hiện) + 実 (Thực: sự thật/thực tế/quả),[1],連: 現実に関する / 類: hiện thực,vocab
351,体験,たいけん,taiken,Thể Nghiệm,trải nghiệm,Danh từ,体験について詳しく調査する。,Nghiên cứu kỹ lưỡng về trải nghiệm.,体 (Thể: cơ thể/thân thể) + 験 (Nghiệm: thử nghiệm/kinh nghiệm),[1],連: 体験に関する / 類: trải nghiệm,vocab
352,空想,くうそう,kuusou,Không Tưởng,mơ mộng -  ảo tưởng -  viễn tưởng,Danh từ,空想について詳しく調査する。,Nghiên cứu kỹ lưỡng về mơ mộng.,空 (Không: bầu trời/trống rỗng) + 想 (Tưởng: tưởng tượng/suy tưởng),[1],連: 空想に関する / 類: mơ mộng,vocab
353,実物,じつぶつ,jitsubutsu,Thực Vật,hiện vật -  vật thật,Danh từ,実物について詳しく調査する。,Nghiên cứu kỹ lưỡng về hiện vật.,実 (Thực: sự thật/thực tế/quả) + 物 (Vật: đồ vật/sự vật),[1],連: 実物に関する / 類: hiện vật,vocab
354,実現,じつげん,jitsugen,Thực Hiện,thực hiện,Danh từ,実現について詳しく調査する。,Nghiên cứu kỹ lưỡng về thực hiện.,実 (Thực: sự thật/thực tế/quả) + 現 (Hiện: hiện tại/xuất hiện),[1],連: 実現に関する / 類: thực hiện,vocab
355,実施,じっし,jisshi,Thực Thi,thực thi,Danh từ,実施について詳しく調査する。,Nghiên cứu kỹ lưỡng về thực thi.,実 (Thực: sự thật/thực tế/quả) + 施 (Thi: thực thi/thi hành),[0],連: 実施に関する / 類: thực thi,vocab
356,許可,きょか,kyoka,Hứa Khả,cho phép -  chấp nhận,Danh từ,許可について詳しく調査する。,Nghiên cứu kỹ lưỡng về cho phép.,許 (Hứa: cho phép/tha thứ) + 可 (Khả: khả năng/có thể),[0],連: 許可に関する / 類: cho phép,vocab
357,全体,ぜんたい,zentai,Toàn Thể,toàn thể -  toàn bộ,Tính từ -i,この問題は非常に全体。,Vấn đề này rất toàn thể.,全 (Toàn: toàn bộ/toàn vẹn) + 体 (Thể: cơ thể/thân thể),[1],連: 全体に関する / 類: toàn thể,vocab
358,部分,ぶぶん,bubun,Bộ Phân,bộ phận -  1 phần,Danh từ,部分について詳しく調査する。,Nghiên cứu kỹ lưỡng về bộ phận.,部 (Bộ: bộ phận/phần/câu lạc bộ) + 分 (Phân: chia/phần/hiểu),[0],連: 部分に関する / 類: bộ phận,vocab
359,統一,とういつ,touitsu,Thống Nhất,thống nhất,Danh từ,統一について詳しく調査する。,Nghiên cứu kỹ lưỡng về thống nhất.,統 (Thống: thống nhất/hệ thống) + 一 (Nhất: một/nhất thể),[1],連: 統一に関する / 類: thống nhất,vocab
360,拡大,かくだい,kakudai,Khuếch Đại,mở rộng -  phóng to,Tính từ -i,この問題は非常に拡大。,Vấn đề này rất mở rộng.,拡 (Khuếch: mở rộng/khuếch trương) + 大 (Đại: to lớn/vĩ đại),[1],連: 拡大に関する / 類: mở rộng,vocab
